file	motifs	min_ml	m6A-within-motifs	motifs-covered-by-m6A	AT-bases-covered-by-motifs	n-of-motifs	m6A-coverage	n-of-m6A-bp
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	218	1.0	0.029402808	1.0	99856416.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	219	1.0	0.028865496	1.0	98378736.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	220	1.0	0.02812162	1.0	97971026.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	221	1.0	0.027217711	1.0	98416065.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	222	1.0	0.026043525	1.0	100317870.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	223	1.0	0.025580199	1.0	97917573.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	224	1.0	0.024950592	1.0	96996217.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	225	1.0	0.023881543	1.0	98457290.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	226	1.0	0.023128612	1.0	98131006.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	227	1.0	0.02255979	1.0	96530507.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	228	1.0	0.021870543	1.0	95818607.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	229	1.0	0.020914186	1.0	96740271.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	230	1.0	0.020048679	1.0	96956114.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	231	1.0	0.019208276	1.0	96944359.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	232	1.0	0.018561421	1.0	95547428.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	233	1.0	0.01772947	1.0	95754806.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	234	1.0	0.016874405	1.0	96085226.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	235	1.0	0.016122348	1.0	95451234.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	236	1.0	0.015430804	1.0	94308633.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	237	1.0	0.014708719	1.0	93592513.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	238	1.0	0.014011013	1.0	92309029.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	239	1.0	0.013224445	1.0	92118727.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	240	1.0	0.012522688	1.0	90001523.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	241	1.0	0.011876287	1.0	86779056.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	242	1.0	0.010970207	1.0	87275111.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	243	1.0	0.010053551	1.0	87584970.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	244	1.0	0.0098323912	1.0	78211392.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	245	1.0	0.0090178111	1.0	80802535.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	246	1.0	0.0071400396	1.0	83511021.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	247	1.0	0.0060253478	1.0	91002049.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	248	1.0	0.0050050599	1.0	97248786.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	249	1.0	0.0041083278	1.0	101183991.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	250	1.0	0.0033630368	1.0	102096116.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	251	1.0	0.0026852637	1.0	103875459.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	252	1.0	0.0020378991	1.0	104913930.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	253	1.0	0.0014260409	1.0	103553133.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	254	1.0	0.00085271393	1.0	102882100.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	255	1.0	0.00040205462	1.0	72843336.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	159	0.021515906	0.30245905	0.016881479	55062.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	166	0.031250073	0.16049762	0.014849053	1909642.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	169	0.03276548	0.15366689	0.014889521	1876930.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	171	0.033317631	0.15259529	0.01484616	1819722.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	173	0.033573146	0.15188215	0.014928132	1768990.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	174	0.033606073	0.15189356	0.01493269	1712752.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	175	0.033668467	0.15233325	0.014923121	1663990.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	176	0.034281016	0.14985293	0.014937071	1712092.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	177	0.034640726	0.14858648	0.014875908	1716206.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	178	0.034711978	0.1486084	0.014944709	1666494.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	179	0.034707692	0.14933878	0.014976597	1612026.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	180	0.034930363	0.14780502	0.014970011	1619194.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	181	0.03544992	0.14599381	0.01493018	1652892.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	182	0.035651298	0.14568822	0.014936934	1629212.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	183	0.037945104	0.13583021	0.01486597	1920022.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	184	0.036993816	0.14236156	0.014921652	1631550.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	185	0.037363332	0.14080145	0.014968971	1636574.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	186	0.037689573	0.14090536	0.014816049	1620712.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	187	0.038003532	0.13909428	0.014911965	1623726.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	188	0.038149188	0.1387641	0.014922232	1593748.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	189	0.038687246	0.13772583	0.014891186	1604158.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	190	0.03903236	0.13689583	0.014891301	1597492.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	191	0.039197607	0.13587616	0.014915479	1581234.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	192	0.039788662	0.13568376	0.014879193	1579828.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	193	0.040147289	0.13432663	0.014925721	1578384.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	194	0.040560715	0.13355507	0.014864151	1575732.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	195	0.041163888	0.13291697	0.014864867	1574750.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	196	0.041313459	0.13174964	0.014983403	1554342.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	197	0.041692633	0.13107083	0.01493431	1547606.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	198	0.042451951	0.12930683	0.014949348	1574418.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	199	0.042909644	0.12817507	0.014972318	1571070.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	200	0.043238363	0.12789185	0.014912522	1549786.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	201	0.044004076	0.12730058	0.014895752	1552978.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	202	0.044441089	0.12548478	0.015007088	1554842.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	203	0.045141914	0.12480859	0.014938918	1558210.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	204	0.045706673	0.12351558	0.014945456	1559366.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	205	0.046284789	0.12250817	0.014919001	1554378.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	206	0.046752017	0.12235071	0.01482103	1529938.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	207	0.047204876	0.12079139	0.014905047	1525920.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	208	0.047883896	0.1194303	0.014928488	1530198.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	209	0.048529358	0.11907691	0.014912571	1513484.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	210	0.049211216	0.1181964	0.014887402	1510782.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	211	0.0499473	0.11763442	0.014836929	1503412.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	212	0.050532232	0.11656561	0.01483933	1497560.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	213	0.05130526	0.11542277	0.014865319	1493882.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	214	0.052158297	0.11422603	0.014912441	1495850.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	215	0.052974992	0.11434417	0.014809218	1473560.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	216	0.053561587	0.1119298	0.014929926	1481232.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	217	0.054769926	0.1113651	0.01484049	1486058.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	218	0.055558148	0.10944788	0.014925511	1490408.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	219	0.056344025	0.10926211	0.01488529	1464396.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	220	0.057292937	0.10797426	0.014921799	1461904.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	221	0.058689419	0.10763184	0.014841256	1460618.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	222	0.060367882	0.10558962	0.01488965	1493698.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	223	0.060526176	0.1035599	0.014950493	1463916.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	224	0.061639271	0.10343905	0.014868044	1442144.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	225	0.063388865	0.10152083	0.014911461	1468142.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	226	0.065013566	0.10080118	0.014917222	1463842.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	227	0.065746647	0.099609984	0.014890381	1437376.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	228	0.06706512	0.098203518	0.014935826	1431130.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	229	0.069145887	0.09740493	0.014846578	1436262.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	230	0.071185312	0.096254925	0.014826997	1437568.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	231	0.072957156	0.093783696	0.014942695	1448610.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	232	0.074266872	0.092339273	0.014928628	1426392.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	233	0.076773506	0.091639867	0.014853291	1422274.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	234	0.079653086	0.090721342	0.01481568	1423568.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	235	0.081627242	0.088775813	0.014824114	1414980.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	236	0.083719176	0.087148193	0.014823648	1397998.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	237	0.086526769	0.085729523	0.014845504	1389428.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	238	0.089298044	0.084049312	0.014885976	1374110.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	239	0.092512923	0.082147538	0.014893106	1371934.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	240	0.095938019	0.081217908	0.014792327	1331332.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	241	0.098751908	0.078821171	0.014879328	1291214.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	242	0.1048927	0.078190669	0.014716521	1284386.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	243	0.1106923	0.074306821	0.014976428	1311710.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	244	0.11194986	0.074013002	0.014872181	1163174.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	245	0.11662197	0.071393046	0.014730775	1190284.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	246	0.13782804	0.066748373	0.014743395	1231236.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	247	0.15609891	0.063422152	0.014829996	1349560.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	248	0.17768975	0.059909839	0.014844771	1443636.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	249	0.20231803	0.055930035	0.014861224	1503718.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	250	0.2266443	0.05066229	0.01504498	1536034.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	251	0.25265566	0.044891272	0.015113117	1569882.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	252	0.27962059	0.037417431	0.015229226	1597758.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	253	0.30396625	0.028332565	0.015299296	1584290.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	254	0.31119698	0.017288765	0.015348812	1579118.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	255	0.23710179	0.0058525074	0.016288381	1186500.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	159	0.0042246315	0.94892629	0.0010565104	3446.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	166	0.0154957	0.97345666	0.0012139783	156122.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	169	0.016915649	0.97046287	0.0012171785	153434.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	171	0.017451498	0.9687167	0.0012249463	150144.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	173	0.017660271	0.96750366	0.0012327213	146078.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	174	0.017668003	0.96651874	0.0012337775	141512.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	175	0.017713332	0.96565582	0.0012385368	138102.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	176	0.018315134	0.96525499	0.0012389251	142006.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	177	0.018656586	0.96487937	0.0012337721	142338.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	178	0.018693631	0.96359367	0.0012412269	138410.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	179	0.018618091	0.96258143	0.0012464007	134158.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	180	0.018840284	0.96190647	0.0012406886	134196.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	181	0.019340033	0.96165084	0.0012365851	136900.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	182	0.019557543	0.96071097	0.0012426022	135534.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	183	0.021919515	0.96169265	0.0012129099	156654.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	184	0.020757756	0.95801297	0.0012441981	136042.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	185	0.021080435	0.95706777	0.0012424827	135842.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	186	0.02141965	0.95639711	0.0012405458	135702.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	187	0.021717362	0.95581723	0.0012400877	135030.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	188	0.021853652	0.95445025	0.0012427859	132734.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	189	0.022372286	0.95415304	0.0012429945	133902.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	190	0.022698168	0.95324938	0.0012436046	133410.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	191	0.022851162	0.95230601	0.0012406597	131526.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	192	0.023433058	0.95145609	0.0012496493	132684.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	193	0.023767716	0.95070668	0.0012484815	132026.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	194	0.02416871	0.94989849	0.0012452919	132012.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	195	0.024773143	0.94840385	0.0012537556	132820.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	196	0.024884831	0.94773803	0.0012546272	130152.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	197	0.025248331	0.94669996	0.001252138	129756.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	198	0.026002531	0.94591437	0.0012517278	131828.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	199	0.026419736	0.94490001	0.0012504902	131216.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	200	0.02673032	0.94303262	0.0012502653	129934.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	201	0.027502019	0.94181721	0.0012583396	131190.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	202	0.027889084	0.94079726	0.0012561485	130146.0	0.076016723	9818083
PS00228_ML.fiberseq.tbl.gz	GAATTC	203	0.028619497	0.93944866	0.0012582664	131244.0	0.076016723	9818083
