FPR,TPR,threshold,tag
1.0,1.0,0.0,ipd
0.0,0.0,256.0,pb
0.00496748079549869,0.7877324132643282,255.0,pb
0.005584029875061091,0.8205865439907993,254.0,pb
0.005980860244698138,0.840559708644815,253.0,pb
0.006323387511121693,0.8537984793303942,252.0,pb
0.006616624268474543,0.863229186633442,251.0,pb
0.0068714311373993826,0.8717526036674973,250.0,pb
0.007099504170896043,0.8785636700530317,249.0,pb
0.007285805586536172,0.8846719059485016,248.0,pb
0.007479625893390477,0.8898345153664302,247.0,pb
0.007654231256030777,0.8936936936936937,246.0,pb
0.007815469700956987,0.8974634208676762,245.0,pb
0.007971695551740415,0.9012331480416587,244.0,pb
0.00811371905245262,0.9043894958788575,243.0,pb
0.008257413417879087,0.9076352948693375,242.0,pb
0.008386905433234334,0.9104593955657786,241.0,pb
0.00849968880144697,0.9129768065938278,240.0,pb
0.008627509952087954,0.9151236342725705,239.0,pb
0.008760343696871724,0.9175132579387899,238.0,pb
0.008878139659227142,0.9196089706728005,237.0,pb
0.00899510018922543,0.9215768960449812,236.0,pb
0.009111225286866585,0.9235576001533449,235.0,pb
0.009220666925650697,0.9250910484953038,234.0,pb
0.009312564484935067,0.9267778416714587,233.0,pb
0.009422841556076308,0.9282857325410517,232.0,pb
0.009528941465431897,0.9296274998402658,231.0,pb
0.009633370510073225,0.9312503993355057,230.0,pb
0.009741141284143075,0.9328605200945627,229.0,pb
0.00984139316699875,0.9341639511852278,228.0,pb
0.009944986779282948,0.9352245862884161,227.0,pb
0.010051086688638538,0.9364385662258002,226.0,pb
0.010148832274422821,0.9376781036355505,225.0,pb
0.010240729833707189,0.9388409686282027,224.0,pb
0.010330956528277297,0.939888824995208,223.0,pb
0.01043037297877584,0.9407450003194684,222.0,pb
0.010533966591060038,0.9415883969075458,221.0,pb
0.010623357853273015,0.9424190147594403,220.0,pb
0.010718597141985906,0.9433390837646157,219.0,pb
0.010825532483698627,0.9444380550763529,218.0,pb
0.010919100907697255,0.9453070091367963,217.0,pb
0.01100431500812458,0.9463165292952527,216.0,pb
0.011094541702694687,0.9470449172576832,215.0,pb
0.011163047155979398,0.9480288799437736,214.0,pb
0.011249932121120984,0.9486422592805571,213.0,pb
0.011336817086262567,0.9494473196600857,212.0,pb
0.011418689457261369,0.9501884863586991,211.0,pb
0.011508916151831477,0.9510574404191425,210.0,pb
0.011608332602330022,0.9517602709092071,209.0,pb
0.011685192379186039,0.9522458628841608,208.0,pb
0.011767064750184839,0.9530381445275062,207.0,pb
0.011851443418255033,0.9538048686984857,206.0,pb
0.011949189004039315,0.9543926905629033,205.0,pb
0.012040251130966554,0.954942176218772,204.0,pb
0.012126300663751009,0.9555172193470066,203.0,pb
0.012214021061249723,0.9561305986837901,202.0,pb
0.012304247755819831,0.9568717653824037,201.0,pb
0.012404499638675506,0.9573317998849914,200.0,pb
0.012495561765602743,0.9578046131237621,199.0,pb
0.012595813648458418,0.9583924349881797,198.0,pb
0.012689382072457048,0.9588652482269504,197.0,pb
0.012780444199384287,0.9593252827295381,196.0,pb
0.01286649373216874,0.9597853172321258,195.0,pb
0.012950872400238934,0.9603986965689093,194.0,pb
0.013031909338880604,0.960833173599131,193.0,pb
0.013127984059950627,0.9612804293655357,192.0,pb
0.013209020998592296,0.9619193661746853,191.0,pb
0.013303424854948056,0.962302728260175,190.0,pb
0.013405347602517994,0.9626988690818478,189.0,pb
0.01349306800001671,0.9631333461120695,188.0,pb
0.013582459262229686,0.9636572742955721,187.0,pb
0.013667673362657009,0.96398952143633,186.0,pb
0.013757900057227117,0.9643856622580027,185.0,pb
0.013863164534225574,0.9648073605520414,184.0,pb
0.013954226661152813,0.9652929525269951,183.0,pb
0.014046959652794313,0.9656507571401188,182.0,pb
0.014140528076792943,0.9660085617532426,181.0,pb
0.014213210691863307,0.9663535876301834,180.0,pb
0.014317639736504635,0.9667752859242221,179.0,pb
0.01441705618700318,0.9672097629544438,178.0,pb
0.014530674987572944,0.9676697974570315,177.0,pb
0.014636774896928533,0.9680914957510702,176.0,pb
0.014735355915069947,0.968295955529998,175.0,pb
0.014844797553854058,0.9685515302536579,174.0,pb
0.014941707707281211,0.9689860072838796,173.0,pb
0.015140540608278298,0.9696249440930292,171.0,pb
0.015229096438134145,0.969918855025238,170.0,pb
0.015320158565061383,0.9703533320554597,169.0,pb
0.01540954982727436,0.9706472429876685,168.0,pb
0.015508130845415774,0.9708005878218644,167.0,pb
0.015620078781271278,0.9711072774902562,166.0,pb
0.015733697581841042,0.971452303367197,165.0,pb
0.015832278599982454,0.9717845505079548,164.0,pb
0.01594422653583796,0.9720912401763465,163.0,pb
0.016058680768764856,0.9723851511085554,162.0,pb
0.01614640116626357,0.9726023896236662,161.0,pb
0.01626670342569038,0.9728579643473261,160.0,pb
0.016381157658617276,0.9731263178071689,159.0,pb
0.016483080406187213,0.9733946712670117,158.0,pb
0.016585003153757147,0.9736119097821225,157.0,pb
0.016690267630755606,0.9738930419781484,156.0,pb
0.016807228160753893,0.9740719442847102,155.0,pb
0.016899125720038263,0.974391412689285,154.0,pb
0.017006896494108113,0.9746853236214938,153.0,pb
0.017118008997606488,0.9749664558175196,152.0,pb
0.017239982121747557,0.9751709155964475,151.0,pb
0.017347752895817407,0.9753242604306435,150.0,pb
0.017461371696387173,0.9756820650437672,149.0,pb
0.01757833222638546,0.9760526483930739,148.0,pb
0.017704482512312183,0.9762187719634529,147.0,pb
0.017829797365881778,0.9764104530061977,146.0,pb
0.017947593328237196,0.9766404702574916,145.0,pb
0.01808293337009236,0.9768577087726024,144.0,pb
0.018214931682518996,0.9770110536067983,143.0,pb
0.018358626047945463,0.977356079483739,142.0,pb
0.0184906243603721,0.977471088109386,141.0,pb
0.018612597484513174,0.9777011053606798,140.0,pb
0.018741254067511287,0.9778672289310587,139.0,pb
0.01887742954172358,0.9780844674461696,138.0,pb
0.019015275880650134,0.9782633697527314,137.0,pb
0.01915395765193382,0.9785189444763913,136.0,pb
0.019317702393931418,0.9786850680467701,135.0,pb
0.01946390305642928,0.978927864034247,134.0,pb
0.01960007853064157,0.979042872659894,133.0,pb
0.01975713981378213,0.9792728899111878,132.0,pb
0.019887467261494506,0.9794517922177497,131.0,pb
0.02003784508577802,0.9797457031499585,130.0,pb
0.020172349695276048,0.9798990479841544,129.0,pb
0.02033525900491652,0.9800523928183502,128.0,pb
0.020487307693914294,0.9802696313334611,127.0,pb
0.020635179221126412,0.9804101974314741,126.0,pb
0.02076634210119592,0.9805635422656699,125.0,pb
0.02092256795197935,0.9807424445722318,124.0,pb
0.021075452073334253,0.9809341256149767,123.0,pb
0.021238361382974726,0.9810746917129896,122.0,pb
0.02141797933975781,0.9812280365471855,121.0,pb
0.02158172408175541,0.9813302664366494,120.0,pb
0.021757164876752843,0.9814580537984793,119.0,pb
0.021926757645250358,0.9816625135774072,118.0,pb
0.02210303387260492,0.9818030796754201,117.0,pb
0.02228766442353079,0.9820203181905309,116.0,pb
0.022468117812671003,0.9821992204970929,115.0,pb
0.02265191293123974,0.9823397865951058,114.0,pb
0.022834872617451346,0.9824803526931186,113.0,pb
0.023029528356662783,0.9825953613187656,112.0,pb
0.023230867554731263,0.9827742636253275,111.0,pb
0.023406308349728695,0.9828892722509743,110.0,pb
0.023598457791868737,0.9830809532937193,109.0,pb
0.023815670204722698,0.9832215193917322,108.0,pb
0.024015338538076917,0.9833109705450132,107.0,pb
0.024228373789145226,0.983464315379209,106.0,pb
0.02444391533728493,0.9836176602134049,105.0,pb
0.02467282380313872,0.9837582263114178,104.0,pb
0.02488752991892129,0.9838604562008817,103.0,pb
0.025123121843632124,0.9840393585074436,102.0,pb
0.025326967338772,0.9841543671330906,101.0,pb
0.02555587580462579,0.9842949332311034,100.0,pb
0.025794809458765146,0.9844227205929333,99.0,pb
0.02601202187161911,0.9845888441633123,98.0,pb
0.026275183064115255,0.9847933039422401,97.0,pb
0.026516623015326007,0.984933870040253,96.0,pb
0.02676140469596528,0.985074436138266,95.0,pb
0.027012034403104467,0.9851894447639129,94.0,pb
0.02727018300145783,0.9853044533895597,93.0,pb
0.02756174889409642,0.9854322407513897,92.0,pb
0.027840783301378045,0.9855344706408536,91.0,pb
0.02814070351758794,0.9856750367388665,90.0,pb
0.02844730719265488,0.9858028241006964,89.0,pb
0.02877145494722156,0.9859561689348924,88.0,pb
0.02909142554000259,0.9861606287138202,87.0,pb
0.029391345756212484,0.9863011948118331,86.0,pb
0.02972050610492195,0.98641620343748,85.0,pb
0.030032957806488802,0.986492875854578,84.0,pb
0.03040221890834054,0.9866717781611398,83.0,pb
0.030753935930692533,0.9867867867867868,82.0,pb
0.031129880491401314,0.9868762379400677,81.0,pb
0.031477420351967655,0.9870551402466297,80.0,pb
0.031863390100962,0.9871829276084595,79.0,pb
0.03221009452917121,0.9873234937064724,78.0,pb
0.03262279811359374,0.9874512810683024,77.0,pb
0.03304051429215905,0.9875790684301322,76.0,pb
0.0334674202266528,0.9876685195834132,75.0,pb
0.0338876427022895,0.9877835282090601,74.0,pb
0.03432039666328317,0.9879113155708901,73.0,pb
0.0348233269422758,0.9880391029327199,72.0,pb
0.03529451079169747,0.9881285540860009,71.0,pb
0.03580663082661854,0.9882307839754648,70.0,pb
0.03631039653796831,0.9882946776563798,69.0,pb
0.03683671892296061,0.9883841288096608,68.0,pb
0.037411496384666475,0.9885758098524056,67.0,pb
0.037974577793372516,0.9887035972142355,66.0,pb
0.03851677339315029,0.9887674908951505,65.0,pb
0.03908820912542764,0.9888952782569804,64.0,pb
0.0397473652552037,0.9890102868826273,63.0,pb
0.04038647100840863,0.9890869592997252,62.0,pb
0.04102390589689929,0.9893169765510191,61.0,pb
0.04173318796810319,0.989431985176666,60.0,pb
0.04243328028337866,0.9895725512746789,59.0,pb
0.04322777645500988,0.9897131173726919,58.0,pb
0.04399303249414153,0.9898281259983388,57.0,pb
0.04480340188055824,0.9899559133601686,56.0,pb
0.04559288545804668,0.9900070283049006,55.0,pb
0.04645254535353409,0.9901220369305476,54.0,pb
0.04731136981666437,0.9902881605009265,53.0,pb
0.04826292727143615,0.9904159478627563,52.0,pb
0.04919276348492253,0.9905053990160373,51.0,pb
0.05014849810147997,0.9907226375311482,50.0,pb
0.05119529484496464,0.9908120886844292,49.0,pb
0.05224626875023496,0.990914318573893,48.0,pb
0.053307267843790855,0.9910804421442719,47.0,pb
0.05439583620513206,0.9912465657146509,46.0,pb
0.055530353346115446,0.9914126892850297,45.0,pb
0.05664732640759909,0.9915532553830426,44.0,pb
0.05781108368108205,0.9916554852725066,43.0,pb
0.05904919443434964,0.9917577151619705,42.0,pb
0.06029064691704574,0.9918599450514344,41.0,pb
0.0615797190440983,0.9919877324132643,40.0,pb
0.06292643600379286,0.9920771835665453,39.0,pb
0.06429654506948708,0.9921794134560092,38.0,pb
0.06574936193853724,0.9922816433454731,37.0,pb
0.06726734253144359,0.99239665197112,36.0,pb
0.06891732143677656,0.992549996805316,35.0,pb
0.07063664122775139,0.9926522266947799,34.0,pb
0.07239104917772571,0.9927544565842438,33.0,pb
0.0742707719812696,0.9928694652098907,32.0,pb
0.07629753087966851,0.9929333588908057,31.0,pb
0.07851727465256457,0.9930994824611846,30.0,pb
0.08081889079645944,0.9932656060315634,29.0,pb
0.08327923908820913,0.9934828445466743,28.0,pb
0.0858565479099571,0.9936106319085043,27.0,pb
0.08864522111805913,0.9936873043256021,26.0,pb
0.09164776500958659,0.9938406491597981,25.0,pb
0.09477896548411216,0.993955657785445,24.0,pb
0.09828193335756087,0.994045108938726,23.0,pb
0.10215499776521844,0.9941473388281898,22.0,pb
0.10618261715894518,0.9942623474538368,21.0,pb
0.11055276381909548,0.9944029135518497,20.0,pb
0.11544589113480955,0.9946201520669605,19.0,pb
0.12082941724415928,0.9947607181649735,18.0,pb
0.12658972334657492,0.9948373905820714,17.0,pb
0.1328604786191974,0.9949523992077184,16.0,pb
0.139912363145737,0.9952335314037442,15.0,pb
0.14774955408797938,0.9954252124464891,14.0,pb
0.15621415473042685,0.9956041147530509,13.0,pb
0.16586757561707122,0.9957574595872468,12.0,pb
0.17662209635041376,0.9958852469490768,11.0,pb
0.18881606703509235,0.9960385917832726,10.0,pb
0.20265834576038966,0.9962686090345665,9.0,pb
0.21871535566444025,0.9964986262858603,8.0,pb
0.2378542755339457,0.9967797584818862,7.0,pb
0.26150703642902795,0.996996996996997,6.0,pb
0.2914731596469463,0.9972781291930228,5.0,pb
1.0,1.0,0.0,pb
0.0,0.0,256.0,xgb
0.0002573131659962322,0.2589610887483228,255.0,xgb
0.0010626699582701538,0.5357357357357357,254.0,xgb
0.0017118008997606487,0.6590760973739697,253.0,xgb
0.0022832366320379954,0.7279023704555619,252.0,xgb
0.0028212550700301175,0.7745958724682129,251.0,xgb
0.003283249163523352,0.8055843077119673,250.0,xgb
0.003729370042231106,0.8291738547057697,249.0,xgb
0.004141238194296504,0.8478308095329372,248.0,xgb
0.004535562266862158,0.8619513130151428,247.0,xgb
0.00489981077457111,0.87377164398441,246.0,xgb
0.0052531986616373635,0.8833173599131046,245.0,xgb
0.005587371604489614,0.8912146188741933,244.0,xgb
0.005912354791413426,0.8982301450386557,243.0,xgb
0.006218958466480365,0.9041083636828318,242.0,xgb
0.006487967685476426,0.9091048495303814,241.0,xgb
0.006779533578115014,0.9140118842246502,240.0,xgb
0.007072770335467863,0.9181010798032074,239.0,xgb
0.007366842525177842,0.9214874448917002,238.0,xgb
0.007626661988245467,0.9243371030605073,237.0,xgb
0.007909873557312748,0.9272762123825954,236.0,xgb
0.008144630049666453,0.9302536579132323,235.0,xgb
0.00840695580980547,0.9327327327327327,234.0,xgb
0.008683483920015707,0.9348028879943774,233.0,xgb
0.008912392385869498,0.9369369369369369,232.0,xgb
0.009125427636937807,0.9386492875854578,231.0,xgb
0.009364361291077164,0.9405405405405406,230.0,xgb
0.009609142971716438,0.9422273337166954,229.0,xgb
0.00982551995221327,0.9435307648073605,228.0,xgb
0.010057770147495582,0.9447958596894767,227.0,xgb
0.010285007748635113,0.9461631844610568,226.0,xgb
0.010533966591060038,0.94741550060699,225.0,xgb
0.010731128627342866,0.9487061529614721,224.0,xgb
0.010934138690125607,0.9498434604817584,223.0,xgb
0.011126288132265651,0.9508402019040317,222.0,xgb
0.01134015881569109,0.9517602709092071,221.0,xgb
0.011557371228545053,0.9527697910676635,220.0,xgb
0.01178126710025606,0.9537793112261197,219.0,xgb
0.011985948027753063,0.9547121589674781,218.0,xgb
0.012163895119821886,0.9554788831384576,217.0,xgb
0.012351867400176277,0.9562839435179861,216.0,xgb
0.012545687707030581,0.9569484377995017,215.0,xgb
0.012726141096170795,0.9574723659830042,214.0,xgb
0.012949201535524672,0.9582135326816178,213.0,xgb
0.013104591953950969,0.9588141332822184,212.0,xgb
0.013296741396091011,0.9594402913551849,211.0,xgb
0.013477194785231227,0.9600153344834196,210.0,xgb
0.013670179659728401,0.9605648201392882,209.0,xgb
0.01384311415765444,0.9611781994760719,208.0,xgb
0.01402941557329457,0.9617788000766724,207.0,xgb
0.014219058718363221,0.9622516133154431,206.0,xgb
0.014415385322288917,0.9627755414989457,205.0,xgb
0.014593332414357741,0.9632355760015334,204.0,xgb
0.014778798397640739,0.9636828317679381,203.0,xgb
0.014964264380923738,0.9642450961599898,202.0,xgb
0.015173957902563524,0.9648073605520414,201.0,xgb
0.015366107344703568,0.9652929525269951,200.0,xgb
0.015545725301486651,0.9656763146124848,199.0,xgb
0.015735368446555303,0.9661746853236215,198.0,xgb
0.015908302944481343,0.9665836048814772,197.0,xgb
0.01607873114533599,0.9669669669669669,196.0,xgb
0.016259184534476206,0.9673758865248226,195.0,xgb
0.0164663717590446,0.9677209124017635,194.0,xgb
0.016670217254184473,0.9682192831129002,193.0,xgb
0.016867379290467298,0.9686409814069389,192.0,xgb
0.01702861773539351,0.9690115647562456,191.0,xgb
0.017220767177533552,0.9693438118970034,190.0,xgb
0.0174020559990309,0.9696760590377612,189.0,xgb
0.01759086371174242,0.969918855025238,188.0,xgb
0.01777967142445394,0.9702127659574468,187.0,xgb
0.017970985434236853,0.9705705705705706,186.0,xgb
0.018145590796877154,0.9709028177113284,185.0,xgb
0.018331056780160154,0.9712222861159031,184.0,xgb
0.01849145979272923,0.971516197048112,183.0,xgb
0.01867525491129797,0.9717973292441378,182.0,xgb
0.01885153113865253,0.9720401252316145,181.0,xgb
0.019016946745364395,0.9722829212190914,180.0,xgb
0.019204919025718786,0.9725512746789342,179.0,xgb
0.01939957476493022,0.9728579643473261,178.0,xgb
0.019580028154070436,0.9731518752795348,177.0,xgb
0.01975964611085352,0.9734585649479266,176.0,xgb
0.019910859367494163,0.9737013609354035,175.0,xgb
0.02008128756834881,0.9739824931314293,174.0,xgb
0.020246703175060672,0.9741869529103572,173.0,xgb
0.02041546051120106,0.9744553063702,172.0,xgb
0.020600091062126926,0.9746342086767619,171.0,xgb
0.02074963345405331,0.9748514471918728,170.0,xgb
0.020931757707907787,0.9750814644431666,169.0,xgb
0.02111471739411939,0.9754264903201073,168.0,xgb
0.021276791271402733,0.9756309500990352,167.0,xgb
0.02144638403990025,0.9757842949332312,166.0,xgb
0.02162433113196907,0.97595041850361,165.0,xgb
0.021818986871180508,0.9761548782825379,164.0,xgb
0.022000275692677852,0.9764487892147466,163.0,xgb
0.022189918837746504,0.9767299214107725,162.0,xgb
0.02238206827988655,0.9769599386620663,161.0,xgb
0.022565027966098154,0.9772155133857261,160.0,xgb
0.022729608140452887,0.977356079483739,159.0,xgb
0.02290504893545032,0.977560539262667,158.0,xgb
0.02310972986294732,0.9777522203054118,157.0,xgb
0.02329770214330171,0.9779566800843397,156.0,xgb
0.02346562404708497,0.9781228036547186,155.0,xgb
0.023621014465511264,0.9782889272250974,154.0,xgb
0.023824859960651135,0.9783655996421954,153.0,xgb
0.024022021996933964,0.9785061657402083,152.0,xgb
0.024215006871431136,0.9786850680467701,151.0,xgb
0.024408827178285443,0.978889527825698,150.0,xgb
0.024601812052782616,0.9791451025493578,149.0,xgb
0.024788113468422746,0.9793878985368347,148.0,xgb
0.024951022778063218,0.9795284646348477,147.0,xgb
0.025132311599560562,0.9797329244137755,146.0,xgb
0.02534284055355748,0.9798223755670564,145.0,xgb
0.025536660860411786,0.9799884991374354,144.0,xgb
0.02574802524676583,0.9801546227078142,143.0,xgb
0.02594518728304866,0.9803463037505591,142.0,xgb
0.02613315956340305,0.9805124273209379,141.0,xgb
0.026343688517399967,0.9806529934189508,140.0,xgb
0.02653667339189714,0.9807680020445978,139.0,xgb
0.026743025184108406,0.9809596830873427,138.0,xgb
0.026937680923319843,0.9811513641300875,137.0,xgb
0.027144032715531105,0.9813047089642835,136.0,xgb
0.027340359319456803,0.9814452750622963,135.0,xgb
0.027543369382239544,0.9815602836879432,134.0,xgb
0.027755569200950722,0.9816497348412242,133.0,xgb
0.027974452478518947,0.9818286371477861,132.0,xgb
0.02817077908244464,0.9819819819819819,131.0,xgb
0.02836543482165608,0.9820969906076289,130.0,xgb
0.02858348266686717,0.9822119992332758,129.0,xgb
0.028789834459078435,0.9823653440674718,128.0,xgb
0.028991173657146915,0.9825570251102166,127.0,xgb
0.029194183719929656,0.9826336975273146,126.0,xgb
0.0294272693475691,0.9827742636253275,125.0,xgb
0.029649494354565847,0.9829403871957063,124.0,xgb
0.0298692130644912,0.9830937320299022,123.0,xgb
0.0300956152332736,0.9831959619193662,122.0,xgb
0.030318675672627478,0.983323749281196,121.0,xgb
0.030546748706124137,0.983489872851575,120.0,xgb
0.03077899890140645,0.9835665452686729,119.0,xgb
0.031012919961403027,0.9837326688390519,118.0,xgb
0.031227626077185596,0.9838476774646987,117.0,xgb
0.03145736997539652,0.9840010222988946,116.0,xgb
0.03171384770903562,0.9841288096607246,115.0,xgb
0.03195194593081785,0.9842565970225545,114.0,xgb
0.03221009452917121,0.9843716056482014,113.0,xgb
0.03248161004523866,0.9844993930100313,112.0,xgb
0.032713860240520976,0.9846527378442272,111.0,xgb
0.03298621118894556,0.9847549677336911,110.0,xgb
0.03323934719315614,0.984908312567887,109.0,xgb
0.03350250838565228,0.985087214874449,108.0,xgb
0.033752302660434344,0.9852405597086448,107.0,xgb
0.03399207174693083,0.9853811258066577,106.0,xgb
0.034262751830641154,0.9854577982237557,105.0,xgb
0.034525913023137296,0.9855983643217686,104.0,xgb
0.03479742853920475,0.9857261516835985,103.0,xgb
0.03508815899948621,0.9858922752539774,102.0,xgb
0.03539559810691028,0.9859689476710753,101.0,xgb
0.03568549313483461,0.9860967350329053,100.0,xgb
0.03597121100097328,0.9862373011309181,99.0,xgb
0.03623604305818369,0.9863395310203821,98.0,xgb
0.036496697953608444,0.986492875854578,97.0,xgb
0.03677990952267572,0.986556769535493,96.0,xgb
0.03707481714474283,0.9867867867867868,95.0,xgb
0.037363876740310026,0.9869401316209827,94.0,xgb
0.037647923741734445,0.9870423615104467,93.0,xgb
0.037920274690159024,0.9871445913999105,92.0,xgb
0.03822270120344031,0.9872596000255575,91.0,xgb
0.03853181117557864,0.9873746086512044,90.0,xgb
0.03880917471814601,0.9874385023321194,89.0,xgb
0.039141676796284,0.9875279534854003,88.0,xgb
0.03949506468335025,0.9876174046386812,87.0,xgb
0.039813364411417015,0.9876812983195962,86.0,xgb
0.04016173970434049,0.9877579707366941,85.0,xgb
0.04049090005304996,0.9878218644176091,84.0,xgb
0.04084512337247334,0.9879240943070731,83.0,xgb
0.04121104274489655,0.9880518816689029,82.0,xgb
0.041546886552463066,0.9881413328221839,81.0,xgb
0.04187688233352966,0.9882563414478308,80.0,xgb
0.042266193811952533,0.9883969075458438,79.0,xgb
0.042622923428447305,0.9885246949076736,78.0,xgb
0.043023930959870005,0.9886269247971375,77.0,xgb
0.04340739441179296,0.9888058271036995,76.0,xgb
0.04382093342857262,0.9889208357293464,75.0,xgb
0.04425201652485202,0.9889975081464443,74.0,xgb
0.04466722640634595,0.9891380742444572,73.0,xgb
0.04509413234083969,0.9892403041339212,72.0,xgb
0.04549012727811961,0.9894192064404831,71.0,xgb
0.045896982836042224,0.989495878857581,70.0,xgb
0.0463247242028931,0.9895981087470449,69.0,xgb
0.04675413643445824,0.9897131173726919,68.0,xgb
0.04721696596030861,0.9898409047345218,67.0,xgb
0.0476831372155875,0.9899303558878026,66.0,xgb
0.04816183995622334,0.9900964794581816,65.0,xgb
0.0486706182617159,0.9902242668200115,64.0,xgb
0.04915433359649453,0.9903137179732925,63.0,xgb
0.0496664536314156,0.9904287265989393,62.0,xgb
0.050172725639836754,0.9905692926969523,61.0,xgb
0.0507032251866147,0.9907098587949652,60.0,xgb
0.051201978303821685,0.9907993099482462,59.0,xgb
0.05173665501238529,0.990875982365344,58.0,xgb
0.052284698638662974,0.991003769727174,57.0,xgb
0.052901247718225373,0.9911059996166379,56.0,xgb
0.05349524012414525,0.9911954507699189,55.0,xgb
0.05409006796242225,0.9913104593955657,54.0,xgb
0.054693250124270565,0.9914510254935787,53.0,xgb
0.05531230550090436,0.9915021404383106,52.0,xgb
0.055943892362895105,0.9916299278001406,51.0,xgb
0.05659469416909986,0.9916938214810556,50.0,xgb
0.05725719202830445,0.9918343875790684,49.0,xgb
0.05800908114972201,0.9920260686218133,48.0,xgb
0.05869747741199764,0.9921921921921922,47.0,xgb
0.05944351850691529,0.9923327582902051,46.0,xgb
0.060248875299189215,0.992422209443486,45.0,xgb
0.0610450423355347,0.992498881860584,44.0,xgb
0.06186961407202262,0.9926266692224139,43.0,xgb
0.06270254013208186,0.9927544565842438,42.0,xgb
0.06363237634556825,0.9928694652098907,41.0,xgb
0.06457557947676872,0.9930355887802697,40.0,xgb
0.06551711174325493,0.9931378186697336,39.0,xgb
0.06652130143652593,0.9932656060315634,38.0,xgb
0.0675188076709399,0.9933678359210274,37.0,xgb
0.06859985714106694,0.9934700658104914,36.0,xgb
0.06976528527926415,0.9935595169637723,35.0,xgb
0.07091149847324736,0.9936489681170533,34.0,xgb
0.07214626749708643,0.9937000830617851,33.0,xgb
0.07339607430335385,0.9937895342150661,32.0,xgb
0.07471188026583457,0.9939045428407131,31.0,xgb
0.07605692636081487,0.99401955146636,30.0,xgb
0.07754984398300731,0.9941473388281898,29.0,xgb
0.07903858444341408,0.9943006836623858,28.0,xgb
0.08067185470160444,0.9944540284965817,27.0,xgb
0.08241623746329318,0.9946329308031435,26.0,xgb
0.08428760594326579,0.9947990543735225,25.0,xgb
0.08618737912338083,0.9949396204715354,24.0,xgb
0.0882216569129939,0.9950162928886334,23.0,xgb
0.09034114880303429,0.9951440802504632,22.0,xgb
0.09258679097900141,0.9952718676122931,21.0,xgb
0.09501121567939448,0.995476327391221,20.0,xgb
0.09768042206042682,0.9956424509615999,19.0,xgb
0.10055263850424191,0.9957446808510638,18.0,xgb
